╔═══════════════════════════════════════════════════════════════╗
║           NSGA-II 多目标优化结果                              ║
╚═══════════════════════════════════════════════════════════════╝

生成时间: Mon Jan 26 12:46:00 CST 2026
算例文件: C:\Users\Zhang Hailong\Desktop\毕设相关\毕设程序\Article\chapter-3\src\main\resources\instance\J100P5B4D10_02.txt

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  问题信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
工件数:       100
机器总数:     17
打印机数:     5
批处理机数:   2

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  算法参数
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
种群规模:     100
最大代数:     200
交叉率:       0.9
变异率:       0.1
最大运行时间: 1.0 分钟

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  Pareto前沿（共 100 个解）
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

序号     Cmax         能耗(kWh)        PackingQ     批次数        拥挤距离        
81     69906.00     844.85         0.2561       13         0.0000      
82     69928.86     842.24         0.2561       13         INF         
83     69928.86     842.24         0.2561       13         INF         
84     69928.86     842.24         0.2561       13         0.0000      
85     69928.86     842.24         0.2561       13         0.0000      
86     69928.86     842.24         0.2561       13         0.0000      
87     69928.86     842.24         0.2561       13         0.0000      
88     69928.86     842.24         0.2561       13         0.0000      
89     69928.86     842.24         0.2561       13         0.0000      
90     69928.86     842.24         0.2561       13         0.0000      
91     69928.86     842.24         0.2561       13         0.0000      
92     69928.86     842.24         0.2561       13         0.0000      
93     69928.86     842.24         0.2561       13         0.0000      
94     69928.86     842.24         0.2561       13         0.0000      
95     69928.86     842.24         0.2561       13         0.0000      
96     69928.86     842.24         0.2561       13         0.0000      
97     69928.86     842.24         0.2561       13         0.0000      
98     69928.86     842.24         0.2561       13         0.0000      
99     69928.86     842.24         0.2561       13         0.0000      
100    69928.86     842.24         0.2561       13         0.0000      

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  统计信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Cmax范围:      [69728.86, 69928.86]
能耗范围:      [842.24, 845.23] kWh
Cmax变化幅度:  0.29%
能耗变化幅度:  0.36%

═══════════════════════════════════════════════════════════════
