╔═══════════════════════════════════════════════════════════════╗
║           NSGA-II 多目标优化结果                              ║
╚═══════════════════════════════════════════════════════════════╝

生成时间: Mon Jan 26 12:24:04 CST 2026
算例文件: C:\Users\Zhang Hailong\Desktop\毕设相关\毕设程序\Article\chapter-3\src\main\resources\instance\J100P5B4D10_02.txt

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  问题信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
工件数:       100
机器总数:     17
打印机数:     5
批处理机数:   2

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  算法参数
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
种群规模:     100
最大代数:     200
交叉率:       0.9
变异率:       0.1
最大运行时间: 1.0 分钟

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  Pareto前沿（共 100 个解）
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

序号     Cmax         能耗(kWh)        PackingQ     批次数        拥挤距离        
74     57439.26     713.53         0.5771       12         INF         
75     57439.26     713.53         0.5771       12         0.0000      
76     57439.26     713.53         0.5771       12         0.0000      
77     57439.26     713.53         0.5771       12         0.0000      
78     57439.26     713.53         0.5771       12         0.0000      
79     57439.26     713.53         0.5771       12         0.0000      
80     57439.26     713.53         0.5771       12         0.0000      
81     57439.26     713.53         0.5771       12         0.0000      
82     57439.26     713.53         0.5771       12         0.0000      
83     57439.26     713.53         0.5771       12         0.0000      
84     57439.26     713.53         0.5771       12         0.0000      
85     57439.26     713.53         0.5771       12         0.0000      
86     57439.26     713.53         0.5771       12         0.0000      
87     57439.26     713.53         0.5771       12         0.0000      
88     57439.26     713.53         0.5771       12         0.0000      
89     57439.26     713.53         0.5771       12         0.0000      
90     57439.26     713.53         0.5771       12         0.0000      
91     57439.26     713.53         0.5771       12         0.0000      
92     57439.26     713.53         0.5771       12         0.0000      
93     57439.26     713.53         0.5771       12         0.0000      
94     57439.26     713.53         0.5771       12         0.0000      
95     57439.26     713.53         0.5771       12         0.0000      
96     57439.26     713.53         0.5771       12         0.0000      
97     57439.26     713.53         0.5771       12         0.0000      
98     57439.26     713.53         0.5771       12         0.0000      
99     57439.26     713.53         0.5771       12         0.0000      
100    57439.26     713.53         0.5771       12         0.0000      

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  统计信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Cmax范围:      [57168.31, 57439.26]
能耗范围:      [713.53, 714.87] kWh
Cmax变化幅度:  0.47%
能耗变化幅度:  0.19%

═══════════════════════════════════════════════════════════════
