Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
ALNS,1,251493.0000,0.0000,300029,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_03
ALNS,2,256213.0000,0.0000,300036,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_03
ALNS,3,257629.0000,0.0000,300048,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_03
ALNS,4,248897.0000,0.0000,300007,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_03
ALNS,5,255644.4000,0.0000,300016,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_03
ALNS,6,250405.8000,0.0000,300005,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_03
ALNS,7,253617.0000,0.0000,300007,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_03
ALNS,8,251729.0000,0.0000,300004,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_03
ALNS,9,254325.0000,0.0000,300017,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_03
ALNS,10,254797.0000,0.0000,300011,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_03
